time, Quad.Roll, Quad.Est.Roll, Quad.Pitch, Quad.Est.Pitch, Quad.Yaw, Quad.Est.Yaw
0.409998,0.003767,0.004586,0.526358,0.528098,0.001689,0.000473
0.414998,0.003782,0.004651,0.508904,0.507171,0.001609,0.000468
0.419998,0.003768,0.004674,0.491400,0.493175,0.001526,0.000463
0.424998,0.003664,0.004596,0.474074,0.472402,0.001445,0.000454
0.429998,0.003501,0.004493,0.457086,0.458821,0.001370,0.000449
0.434998,0.003330,0.004323,0.440501,0.438934,0.001303,0.000445
0.439998,0.003148,0.004199,0.424235,0.425934,0.001245,0.000445
0.444998,0.002902,0.003927,0.408181,0.406683,0.001196,0.000449
0.449998,0.002601,0.003698,0.392201,0.393912,0.001156,0.000455
0.454998,0.002318,0.003374,0.376203,0.374729,0.001123,0.000466
0.459998,0.002079,0.003190,0.360124,0.361876,0.001096,0.000474
0.464998,0.001909,0.002995,0.343938,0.342469,0.001073,0.000487
0.469997,0.001819,0.002929,0.327664,0.329459,0.001051,0.000494
0.474997,0.001779,0.002892,0.311334,0.309878,0.001029,0.000504
0.479997,0.001773,0.002893,0.294962,0.296790,0.001006,0.000510
0.484997,0.001733,0.002853,0.278557,0.277119,0.000979,0.000514
0.489997,0.001624,0.002771,0.262111,0.263972,0.000953,0.000516
0.494997,0.001451,0.002571,0.245583,0.244152,0.000926,0.000516
0.499997,0.001229,0.002396,0.229007,0.230897,0.000904,0.000516
0.504997,0.001026,0.002160,0.212538,0.211150,0.000885,0.000517
0.509997,0.000912,0.002069,0.196316,0.198177,0.000871,0.000518
0.514997,0.000890,0.002045,0.180463,0.179166,0.000859,0.000521
0.519997,0.000937,0.002083,0.165082,0.166868,0.000850,0.000525
0.524997,0.001071,0.002245,0.150186,0.149001,0.000846,0.000538
0.529997,0.001269,0.002407,0.135732,0.137445,0.000842,0.000548
0.534997,0.001506,0.002694,0.121695,0.120608,0.000835,0.000563
0.539997,0.001830,0.002957,0.108105,0.109743,0.000823,0.000572
0.544997,0.002169,0.003366,0.094896,0.093897,0.000804,0.000581
0.549996,0.002533,0.003660,0.081997,0.083581,0.000777,0.000584
0.554996,0.002894,0.004095,0.069418,0.068489,0.000747,0.000589
0.559996,0.003191,0.004334,0.057091,0.058632,0.000719,0.000596
0.564996,0.003396,0.004581,0.045009,0.044136,0.000694,0.000614
0.569996,0.003499,0.004664,0.033194,0.034685,0.000675,0.000632
0.574996,0.003474,0.004632,0.021690,0.020882,0.000665,0.000667
0.579996,0.003253,0.004455,0.010540,0.011964,0.000659,0.000693
0.584996,0.002871,0.003997,-0.000223,-0.000950,0.000661,0.000735
0.589996,0.002384,0.003606,-0.010544,-0.009207,0.000673,0.000766
0.594996,0.001807,0.002914,-0.020422,-0.021060,0.000694,0.000817
0.599996,0.001151,0.002388,-0.029819,-0.028576,0.000725,0.000853
0.604996,0.000495,0.001602,-0.038745,-0.039289,0.000763,0.000907
0.609996,-0.000160,0.001079,-0.047196,-0.046051,0.000807,0.000943
0.614996,-0.000799,0.000317,-0.055227,-0.055692,0.000851,0.000992
0.619996,-0.001385,-0.000153,-0.062900,-0.061831,0.000896,0.001021
0.624996,-0.001877,-0.000740,-0.070247,-0.070651,0.000942,0.001062
0.629995,-0.002256,-0.001041,-0.077249,-0.076255,0.000985,0.001084
0.634995,-0.002530,-0.001365,-0.083914,-0.084257,0.001027,0.001115
0.639995,-0.002690,-0.001490,-0.090229,-0.089314,0.001071,0.001137
0.644995,-0.002760,-0.001568,-0.096130,-0.096400,0.001118,0.001174
0.649995,-0.002737,-0.001545,-0.101605,-0.100784,0.001166,0.001200
0.654995,-0.002614,-0.001391,-0.106646,-0.106841,0.001211,0.001237
0.659995,-0.002373,-0.001193,-0.111272,-0.110546,0.001247,0.001256
0.664995,-0.002092,-0.000853,-0.115484,-0.115607,0.001270,0.001273
0.669995,-0.001832,-0.000644,-0.119290,-0.118655,0.001283,0.001277
0.674995,-0.001619,-0.000388,-0.122676,-0.122724,0.001290,0.001278
0.679995,-0.001475,-0.000273,-0.125584,-0.125055,0.001294,0.001278
0.684995,-0.001397,-0.000179,-0.128024,-0.127989,0.001299,0.001279
0.689995,-0.001374,-0.000160,-0.129954,-0.129537,0.001303,0.001281
0.694995,-0.001427,-0.000223,-0.131430,-0.131317,0.001305,0.001281
0.699995,-0.001586,-0.000353,-0.132574,-0.132237,0.001298,0.001274
0.704994,-0.001805,-0.000618,-0.133448,-0.133293,0.001280,0.001250
0.709994,-0.001993,-0.000771,-0.134043,-0.133774,0.001253,0.001228
0.714994,-0.002111,-0.000920,-0.134396,-0.134206,0.001220,0.001188
0.719994,-0.002208,-0.001003,-0.134561,-0.134340,0.001179,0.001155
0.724994,-0.002259,-0.001069,-0.134607,-0.134402,0.001132,0.001099
0.729994,-0.002176,-0.001010,-0.134533,-0.134346,0.001083,0.001061
0.734994,-0.001959,-0.000756,-0.134371,-0.134159,0.001036,0.001005
0.739994,-0.001702,-0.000553,-0.134067,-0.133921,0.000994,0.000972
0.744994,-0.001503,-0.000321,-0.133576,-0.133337,0.000955,0.000927
0.749994,-0.001385,-0.000230,-0.132861,-0.132771,0.000920,0.000900
0.754994,-0.001342,-0.000182,-0.131908,-0.131635,0.000888,0.000864
0.759994,-0.001345,-0.000187,-0.130672,-0.130649,0.000858,0.000841
0.764994,-0.001427,-0.000289,-0.129184,-0.128868,0.000830,0.000810
0.769994,-0.001552,-0.000392,-0.127451,-0.127486,0.000803,0.000790
0.774994,-0.001689,-0.000558,-0.125537,-0.125194,0.000774,0.000760
0.779994,-0.001773,-0.000629,-0.123452,-0.123531,0.000744,0.000739
0.784993,-0.001808,-0.000673,-0.121246,-0.120890,0.000711,0.000704
0.789993,-0.001768,-0.000643,-0.118901,-0.119017,0.000675,0.000679
0.794993,-0.001673,-0.000534,-0.116443,-0.116074,0.000641,0.000643
0.799993,-0.001489,-0.000389,-0.113869,-0.114017,0.000607,0.000619
0.804993,-0.001232,-0.000086,-0.111217,-0.110842,0.000573,0.000584
0.809993,-0.000937,0.000150,-0.108538,-0.108703,0.000541,0.000560
0.814993,-0.000689,0.000444,-0.105857,-0.105494,0.000509,0.000526
0.819993,-0.000475,0.000614,-0.103233,-0.103402,0.000482,0.000505
0.824993,-0.000263,0.000866,-0.100635,-0.100289,0.000461,0.000481
0.829993,-0.000051,0.001035,-0.098096,-0.098262,0.000440,0.000465
0.834993,0.000118,0.001234,-0.095638,-0.095319,0.000415,0.000435
0.839993,0.000251,0.001336,-0.093250,-0.093414,0.000388,0.000413
0.844993,0.000408,0.001522,-0.090875,-0.090568,0.000358,0.000377
0.849993,0.000573,0.001653,-0.088456,-0.088638,0.000327,0.000350
0.854993,0.000694,0.001793,-0.085947,-0.085634,0.000295,0.000310
0.859993,0.000717,0.001807,-0.083397,-0.083596,0.000261,0.000282
0.864992,0.000665,0.001741,-0.080866,-0.080564,0.000226,0.000238
0.869992,0.000560,0.001654,-0.078352,-0.078556,0.000190,0.000208
0.874992,0.000430,0.001494,-0.075853,-0.075562,0.000155,0.000164
0.879992,0.000270,0.001362,-0.073367,-0.073577,0.000117,0.000133
0.884992,0.000096,0.001151,-0.070837,-0.070546,0.000075,0.000082
0.889992,-0.000092,0.000997,-0.068273,-0.068496,0.000031,0.000047
0.894992,-0.000299,0.000745,-0.065708,-0.065422,-0.000017,-0.000010
0.899992,-0.000525,0.000561,-0.063143,-0.063372,-0.000071,-0.000052
0.904992,-0.000766,0.000264,-0.060606,-0.060332,-0.000127,-0.000118
0.909992,-0.001233,-0.000102,-0.058096,-0.058324,-0.000183,-0.000160
0.914992,-0.002504,-0.001640,-0.055629,-0.055365,-0.000240,-0.000223
0.919992,-0.005258,-0.003830,-0.053189,-0.053412,-0.000301,-0.000264
0.924992,-0.010432,-0.010058,-0.050902,-0.050668,-0.000374,-0.000331
0.929992,-0.018965,-0.016877,-0.048738,-0.048940,-0.000464,-0.000378
0.934992,-0.031573,-0.032025,-0.046624,-0.046405,-0.000577,-0.000451
0.939991,-0.048853,-0.045848,-0.044614,-0.044796,-0.000723,-0.000503
0.944991,-0.071209,-0.072692,-0.042734,-0.042535,-0.000908,-0.000590
0.949991,-0.098766,-0.094757,-0.041001,-0.041138,-0.001131,-0.000651
0.954991,-0.131181,-0.133658,-0.039412,-0.039210,-0.001389,-0.000741
0.959991,-0.167525,-0.162771,-0.037952,-0.038022,-0.001680,-0.000798
0.964991,-0.206468,-0.209507,-0.036654,-0.036426,-0.001985,-0.000868
0.969991,-0.246629,-0.241678,-0.035524,-0.035491,-0.002288,-0.000902
0.974991,-0.286644,-0.289709,-0.034544,-0.034264,-0.002585,-0.000936
0.979991,-0.325373,-0.320730,-0.033643,-0.033506,-0.002888,-0.000950
0.984991,-0.361928,-0.364621,-0.032777,-0.032399,-0.003209,-0.000962
0.989991,-0.395713,-0.391681,-0.031902,-0.031649,-0.003558,-0.000961
0.994991,-0.426346,-0.428479,-0.030963,-0.030424,-0.003960,-0.000953
0.999991,-0.453691,-0.450383,-0.029908,-0.029497,-0.004446,-0.000945
1.004991,-0.477777,-0.479335,-0.028719,-0.027911,-0.005025,-0.000924
1.009991,-0.498789,-0.496170,-0.027413,-0.026738,-0.005697,-0.000907
1.014991,-0.517111,-0.518215,-0.026052,-0.024882,-0.006433,-0.000884
1.019992,-0.533166,-0.531088,-0.024684,-0.023627,-0.007205,-0.000870
1.024992,-0.547388,-0.548215,-0.023329,-0.021748,-0.007992,-0.000843
1.029992,-0.560211,-0.558502,-0.022029,-0.020538,-0.008766,-0.000822
1.034992,-0.572009,-0.572716,-0.020851,-0.018882,-0.009487,-0.000794
1.039993,-0.583043,-0.581581,-0.019790,-0.017880,-0.010149,-0.000775
1.044993,-0.593050,-0.593623,-0.018884,-0.016597,-0.010718,-0.000739
1.049993,-0.601116,-0.600129,-0.018122,-0.015880,-0.011196,-0.000713
1.054993,-0.606046,-0.606073,-0.017498,-0.014997,-0.011587,-0.000674
1.059994,-0.606671,-0.606621,-0.016996,-0.014528,-0.011896,-0.000648
1.064994,-0.601907,-0.600941,-0.016602,-0.013982,-0.012125,-0.000605
1.069994,-0.590894,-0.592170,-0.016280,-0.013690,-0.012303,-0.000578
1.074994,-0.573036,-0.570782,-0.015996,-0.013309,-0.012450,-0.000538
1.079994,-0.547939,-0.550738,-0.015749,-0.013095,-0.012566,-0.000512
1.084995,-0.515402,-0.511738,-0.015508,-0.012782,-0.012672,-0.000474
1.089995,-0.475392,-0.479756,-0.015259,-0.012568,-0.012776,-0.000452
1.094995,-0.428056,-0.422994,-0.015007,-0.012244,-0.012877,-0.000429
1.099995,-0.373613,-0.379456,-0.014741,-0.012020,-0.012978,-0.000421
1.104996,-0.312501,-0.306172,-0.014356,-0.011532,-0.013108,-0.000412
1.109996,-0.245935,-0.252906,-0.013737,-0.011020,-0.013270,-0.000401
1.114996,-0.175853,-0.168867,-0.012839,-0.009926,-0.013434,-0.000370
1.119996,-0.104513,-0.111774,-0.011638,-0.008959,-0.013564,-0.000341
1.124997,-0.033948,-0.027130,-0.010174,-0.007204,-0.013617,-0.000284
1.129997,0.034268,0.027462,-0.008492,-0.005858,-0.013562,-0.000242
1.134997,0.098893,0.105003,-0.006647,-0.003636,-0.013382,-0.000175
1.139997,0.158984,0.153096,-0.004704,-0.002062,-0.013071,-0.000129
1.144997,0.213908,0.219018,-0.002657,0.000450,-0.012624,-0.000058
1.149998,0.263373,0.258606,-0.000535,0.002211,-0.012042,-0.000008
1.154998,0.307308,0.311351,0.001610,0.004916,-0.011346,0.000067
1.159998,0.345757,0.342122,0.003720,0.006716,-0.010567,0.000116
1.164998,0.378843,0.381848,0.005714,0.009301,-0.009747,0.000187
1.169999,0.406962,0.404345,0.007446,0.010825,-0.008958,0.000240
1.174999,0.430684,0.432839,0.008813,0.012661,-0.008265,0.000332
1.179999,0.450765,0.448902,0.009816,0.013582,-0.007696,0.000402
1.184999,0.467951,0.469556,0.010457,0.014498,-0.007273,0.000516
1.190000,0.483014,0.481607,0.010835,0.014877,-0.006968,0.000595
1.195000,0.496678,0.498034,0.011035,0.015209,-0.006753,0.000710
1.200000,0.509555,0.508344,0.011035,0.015251,-0.006643,0.000788
1.205000,0.522139,0.523475,0.010856,0.015072,-0.006633,0.000904
1.210001,0.534751,0.533580,0.010561,0.014845,-0.006691,0.000983
1.215001,0.547491,0.548893,0.010167,0.014363,-0.006814,0.001100
1.220001,0.560315,0.559173,0.009668,0.013943,-0.007004,0.001181
1.225001,0.573055,0.574484,0.009121,0.013254,-0.007220,0.001314
1.230001,0.585362,0.584358,0.008575,0.012795,-0.007431,0.001413
1.235002,0.596765,0.598063,0.008051,0.012143,-0.007628,0.001567
1.240002,0.606762,0.606089,0.007575,0.011751,-0.007796,0.001672
1.245002,0.614870,0.615842,0.007190,0.011301,-0.007902,0.001833
1.250002,0.620682,0.620517,0.006920,0.011115,-0.007927,0.001941
1.255003,0.623871,0.624370,0.006711,0.010922,-0.007911,0.002103
1.260003,0.624251,0.624696,0.006511,0.010803,-0.007890,0.002210
1.265003,0.621748,0.621725,0.006299,0.010606,-0.007877,0.002372
1.270003,0.616489,0.617533,0.006098,0.010488,-0.007852,0.002481
1.275004,0.608718,0.608242,0.005910,0.010330,-0.007813,0.002649
1.280004,0.598769,0.600298,0.005723,0.010227,-0.007768,0.002764
1.285004,0.587006,0.586215,0.005527,0.010057,-0.007728,0.002935
1.290004,0.573652,0.575547,0.005273,0.009888,-0.007725,0.003049
1.295004,0.558956,0.557948,0.004972,0.009570,-0.007746,0.003221
1.300005,0.543232,0.545383,0.004683,0.009370,-0.007752,0.003339
1.305005,0.526791,0.525687,0.004443,0.009140,-0.007726,0.003512
1.310005,0.509853,0.512152,0.004256,0.009034,-0.007671,0.003624
1.315005,0.492609,0.491492,0.004048,0.008835,-0.007630,0.003787
1.320006,0.475256,0.477625,0.003741,0.008615,-0.007641,0.003894
1.325006,0.457939,0.456874,0.003307,0.008113,-0.007714,0.004050
1.330006,0.440717,0.443113,0.002789,0.007699,-0.007824,0.004151
1.335006,0.423612,0.422614,0.002249,0.007052,-0.007939,0.004296
1.340007,0.406658,0.409066,0.001676,0.006591,-0.008062,0.004391
1.345007,0.389904,0.388984,0.001111,0.005915,-0.008173,0.004531
1.350007,0.373346,0.375753,0.000607,0.005518,-0.008250,0.004624
1.355007,0.356930,0.356074,0.000182,0.005020,-0.008293,0.004759
1.360008,0.340577,0.343005,-0.000228,0.004703,-0.008329,0.004844
1.365008,0.324241,0.323423,-0.000647,0.004215,-0.008362,0.004970
1.370008,0.307965,0.310413,-0.001053,0.003900,-0.008382,0.005056
1.375008,0.291795,0.291027,-0.001380,0.003529,-0.008372,0.005183
1.380008,0.275762,0.278210,-0.001606,0.003366,-0.008327,0.005269
1.385009,0.259871,0.259156,-0.001769,0.003198,-0.008256,0.005403
1.390009,0.244117,0.246562,-0.001919,0.003097,-0.008173,0.005497
1.395009,0.228531,0.227872,-0.002084,0.002925,-0.008088,0.005642
1.400009,0.213137,0.215564,-0.002345,0.002733,-0.008022,0.005739
1.405010,0.197947,0.197348,-0.002666,0.002371,-0.007961,0.005890
1.410010,0.182953,0.185359,-0.003000,0.002118,-0.007890,0.005996
1.415010,0.168216,0.167687,-0.003284,0.001801,-0.007791,0.006172
1.420010,0.153791,0.156156,-0.003566,0.001593,-0.007675,0.006300
1.425011,0.139635,0.139178,-0.003869,0.001255,-0.007547,0.006505
1.430011,0.125733,0.128062,-0.004172,0.001030,-0.007409,0.006646
1.435011,0.112109,0.111720,-0.004479,0.000683,-0.007267,0.006860
1.440011,0.098770,0.101055,-0.004828,0.000419,-0.007128,0.006999
1.445011,0.085717,0.085399,-0.005300,-0.000131,-0.007002,0.007202
1.450012,0.072985,0.075216,-0.005900,-0.000604,-0.006886,0.007333
1.455012,0.060585,0.060345,-0.006556,-0.001380,-0.006774,0.007519
1.460012,0.048528,0.050701,-0.007213,-0.001902,-0.006662,0.007637
1.465012,0.036843,0.036682,-0.007828,-0.002633,-0.006541,0.007814
1.470013,0.025574,0.027670,-0.008360,-0.003055,-0.006410,0.007932
1.475013,0.014731,0.014659,-0.008789,-0.003568,-0.006271,0.008109
1.480013,0.004260,0.006284,-0.009134,-0.003844,-0.006131,0.008224
1.485013,-0.005834,-0.005827,-0.009427,-0.004195,-0.005991,0.008391
1.490014,-0.015563,-0.013612,-0.009668,-0.004391,-0.005852,0.008500
1.495014,-0.024839,-0.024744,-0.009789,-0.004540,-0.005711,0.008666
1.500014,-0.033638,-0.031783,-0.009765,-0.004526,-0.005574,0.008776
1.505014,-0.041957,-0.041766,-0.009582,-0.004315,-0.005443,0.008942
1.510015,-0.049821,-0.048058,-0.009266,-0.004066,-0.005313,0.009057
1.515015,-0.057241,-0.056964,-0.008904,-0.003643,-0.005181,0.009239
1.520015,-0.064268,-0.062587,-0.008557,-0.003371,-0.005047,0.009363
1.525015,-0.070879,-0.070525,-0.008267,-0.003037,-0.004910,0.009550
1.530015,-0.077139,-0.075533,-0.008094,-0.002911,-0.004766,0.009675
1.535016,-0.083133,-0.082729,-0.008069,-0.002896,-0.004613,0.009860
1.540016,-0.088885,-0.087335,-0.008140,-0.002965,-0.004457,0.009980
1.545016,-0.094355,-0.093903,-0.008254,-0.003118,-0.004304,0.010151
1.550016,-0.099503,-0.098024,-0.008414,-0.003259,-0.004149,0.010261
1.555017,-0.104259,-0.103735,-0.008617,-0.003520,-0.003993,0.010424
1.560017,-0.108596,-0.107207,-0.008830,-0.003703,-0.003836,0.010530
1.565017,-0.112528,-0.111929,-0.009078,-0.004019,-0.003684,0.010679
1.570017,-0.116002,-0.114712,-0.009365,-0.004261,-0.003541,0.010767
1.575018,-0.118994,-0.118308,-0.009648,-0.004615,-0.003414,0.010877
1.580018,-0.121526,-0.120336,-0.009912,-0.004834,-0.003306,0.010938
1.585018,-0.123665,-0.122911,-0.010179,-0.005167,-0.003209,0.011014
1.590018,-0.125520,-0.124399,-0.010445,-0.005388,-0.003121,0.011058
1.595019,-0.127150,-0.126361,-0.010744,-0.005757,-0.003034,0.011116
1.600019,-0.128569,-0.127502,-0.011022,-0.005985,-0.002953,0.011152
1.605019,-0.129734,-0.128909,-0.011280,-0.006302,-0.002875,0.011205
1.610019,-0.130668,-0.129661,-0.011447,-0.006441,-0.002807,0.011241
1.615019,-0.131371,-0.130513,-0.011514,-0.006532,-0.002748,0.011301
1.620020,-0.131889,-0.130933,-0.011503,-0.006528,-0.002695,0.011344
1.625020,-0.132191,-0.131304,-0.011440,-0.006462,-0.002642,0.011417
1.630020,-0.132243,-0.131349,-0.011267,-0.006331,-0.002599,0.011469
1.635020,-0.132124,-0.131215,-0.010925,-0.005928,-0.002575,0.011552
1.640021,-0.131894,-0.131037,-0.010396,-0.005508,-0.002574,0.011608
1.645021,-0.131519,-0.130596,-0.009740,-0.004729,-0.002591,0.011692
1.650021,-0.130990,-0.130176,-0.009070,-0.004197,-0.002612,0.011745
1.655021,-0.130322,-0.129382,-0.008385,-0.003379,-0.002636,0.011824
1.660022,-0.129439,-0.128681,-0.007688,-0.002823,-0.002659,0.011878
1.665022,-0.128305,-0.127329,-0.007044,-0.002055,-0.002669,0.011965
1.670022,-0.126895,-0.126207,-0.006465,-0.001596,-0.002665,0.012027
1.675022,-0.125185,-0.124163,-0.005959,-0.000998,-0.002649,0.012123
1.680022,-0.123218,-0.122592,-0.005575,-0.000698,-0.002613,0.012189
1.685023,-0.121115,-0.120075,-0.005357,-0.000446,-0.002559,0.012286
1.690023,-0.118933,-0.118336,-0.005352,-0.000451,-0.002482,0.012348
1.695023,-0.116670,-0.115628,-0.005541,-0.000687,-0.002388,0.012432
1.700023,-0.114336,-0.113765,-0.005830,-0.000927,-0.002286,0.012488
1.705024,-0.111955,-0.110915,-0.006177,-0.001356,-0.002177,0.012570
1.710024,-0.109542,-0.108989,-0.006519,-0.001639,-0.002072,0.012623
1.715024,-0.107109,-0.106075,-0.006799,-0.001986,-0.001979,0.012698
1.720024,-0.104678,-0.104134,-0.007048,-0.002193,-0.001891,0.012747
1.725025,-0.102249,-0.101226,-0.007224,-0.002414,-0.001811,0.012821
1.730025,-0.099843,-0.099306,-0.007263,-0.002453,-0.001742,0.012873
1.735025,-0.097442,-0.096432,-0.007086,-0.002248,-0.001694,0.012950
1.740025,-0.095045,-0.094523,-0.006705,-0.001946,-0.001667,0.013001
1.745026,-0.092601,-0.091597,-0.006189,-0.001333,-0.001654,0.013075
1.750026,-0.090101,-0.089602,-0.005557,-0.000827,-0.001653,0.013122
1.755026,-0.087484,-0.086469,-0.004909,-0.000056,-0.001651,0.013193
1.760026,-0.084775,-0.084305,-0.004352,0.000387,-0.001639,0.013242
1.765026,-0.081990,-0.080968,-0.003898,0.000925,-0.001619,0.013311
1.770027,-0.079160,-0.078708,-0.003576,0.001178,-0.001594,0.013351
1.775027,-0.076324,-0.075310,-0.003347,0.001449,-0.001570,0.013402
1.780027,-0.073521,-0.073073,-0.003164,0.001591,-0.001544,0.013433
1.785027,-0.070735,-0.069734,-0.002967,0.001826,-0.001519,0.013480
1.790028,-0.067973,-0.067527,-0.002740,0.002008,-0.001496,0.013511
1.795028,-0.065219,-0.064227,-0.002528,0.002259,-0.001470,0.013559
1.800028,-0.062495,-0.062050,-0.002292,0.002449,-0.001448,0.013589
1.805028,-0.059863,-0.058895,-0.002046,0.002740,-0.001430,0.013628
1.810029,-0.057427,-0.056940,-0.001725,0.002988,-0.001417,0.013653
1.815029,-0.055633,-0.054798,-0.000944,0.003936,-0.001426,0.013696
1.820029,-0.055035,-0.054316,0.000983,0.005469,-0.001489,0.013730
