time, Quad.Est.E.Yaw, Quad.Est.E.Pitch, Quad.Est.E.Roll, Quad.Est.E.MaxEuler
0.005000,0.000000,-0.000021,0.000010,0.000021
0.010000,0.000001,-0.000113,0.000011,0.000113
0.015000,0.000000,-0.000496,0.000013,0.000496
0.020000,-0.000001,-0.000936,0.000001,0.000936
0.025000,-0.000003,-0.001920,-0.000043,0.001920
0.030000,-0.000003,-0.002805,-0.000063,0.002805
0.035000,-0.000007,-0.004359,-0.000102,0.004359
0.040000,-0.000013,-0.005496,-0.000105,0.005496
0.045000,-0.000032,-0.007323,-0.000096,0.007323
0.050000,-0.000054,-0.008561,-0.000090,0.008561
0.055000,-0.000107,-0.010232,-0.000083,0.010232
0.060000,-0.000156,-0.011097,-0.000071,0.011097
0.065000,-0.000251,-0.011929,-0.000012,0.011929
0.070000,-0.000323,-0.012132,0.000036,0.012132
0.075000,-0.000436,-0.011962,0.000091,0.011962
0.080000,-0.000514,-0.011566,0.000117,0.011566
0.085000,-0.000630,-0.010659,0.000151,0.010659
0.090000,-0.000707,-0.009938,0.000189,0.009938
0.095000,-0.000820,-0.008796,0.000252,0.008796
0.100000,-0.000893,-0.008020,0.000302,0.008020
0.105000,-0.000997,-0.006909,0.000385,0.006909
0.110000,-0.001062,-0.006245,0.000443,0.006245
0.115000,-0.001154,-0.005359,0.000519,0.005359
0.120000,-0.001210,-0.004859,0.000559,0.004859
0.125000,-0.001288,-0.004277,0.000602,0.004277
0.130000,-0.001336,-0.003985,0.000644,0.003985
0.135000,-0.001404,-0.003685,0.000716,0.003685
0.140000,-0.001449,-0.003529,0.000763,0.003529
0.145000,-0.001510,-0.003115,0.000826,0.003115
0.150000,-0.001545,-0.002598,0.000876,0.002598
0.155000,-0.001581,-0.001365,0.000916,0.001581
0.160000,-0.001591,-0.000254,0.000942,0.001591
0.165000,-0.001582,0.001767,0.000949,0.001767
0.170000,-0.001560,0.003298,0.000944,0.003298
0.175000,-0.001510,0.005808,0.000911,0.005808
0.180000,-0.001468,0.007572,0.000870,0.007572
0.185000,-0.001394,0.010293,0.000827,0.010293
0.190000,-0.001339,0.012104,0.000814,0.012104
0.195000,-0.001258,0.014763,0.000803,0.014763
0.200000,-0.001208,0.016466,0.000795,0.016466
0.205000,-0.001146,0.018765,0.000774,0.018765
0.210000,-0.001117,0.019933,0.000768,0.019933
0.215000,-0.001095,0.020928,0.000746,0.020928
0.220000,-0.001093,0.021041,0.000725,0.021041
0.225000,-0.001100,0.020514,0.000696,0.020514
0.230000,-0.001107,0.019792,0.000682,0.019792
0.235000,-0.001113,0.018305,0.000681,0.018305
0.240000,-0.001115,0.017118,0.000678,0.017118
0.245000,-0.001116,0.015209,0.000679,0.015209
0.250000,-0.001116,0.013896,0.000690,0.013896
0.255000,-0.001116,0.011930,0.000722,0.011930
0.260000,-0.001120,0.010642,0.000736,0.010642
0.265000,-0.001132,0.008791,0.000755,0.008791
0.270000,-0.001147,0.007671,0.000750,0.007671
0.275000,-0.001174,0.006234,0.000743,0.006234
0.280000,-0.001195,0.005475,0.000738,0.005475
0.285000,-0.001229,0.004620,0.000700,0.004620
0.290000,-0.001254,0.004234,0.000666,0.004234
0.295000,-0.001290,0.003871,0.000606,0.003871
0.300000,-0.001315,0.003728,0.000579,0.003728
0.305000,-0.001351,0.003630,0.000584,0.003630
0.310000,-0.001374,0.003603,0.000592,0.003603
0.314999,-0.001410,0.003576,0.000598,0.003576
0.319999,-0.001434,0.003570,0.000602,0.003570
0.324999,-0.001473,0.003542,0.000606,0.003542
0.329999,-0.001501,0.003484,0.000604,0.003484
0.334999,-0.001548,0.003287,0.000579,0.003287
0.339999,-0.001579,0.003049,0.000557,0.003049
0.344999,-0.001624,0.002508,0.000511,0.002508
0.349999,-0.001650,0.002037,0.000482,0.002037
0.354999,-0.001679,0.001170,0.000469,0.001679
0.359999,-0.001689,0.000527,0.000466,0.001689
0.364999,-0.001689,-0.000470,0.000449,0.001689
0.369999,-0.001679,-0.001157,0.000455,0.001679
0.374999,-0.001650,-0.002162,0.000520,0.002162
0.379999,-0.001623,-0.002766,0.000580,0.002766
0.384999,-0.001569,-0.003585,0.000666,0.003585
0.389999,-0.001525,-0.004035,0.000705,0.004035
0.394998,-0.001450,-0.004552,0.000743,0.004552
0.399998,-0.001395,-0.004806,0.000769,0.004806
0.404998,-0.001308,-0.005072,0.000811,0.005072
0.409998,-0.001248,-0.005184,0.000829,0.005184
0.414998,-0.001157,-0.005234,0.000871,0.005234
0.419998,-0.001096,-0.005219,0.000891,0.005219
0.424998,-0.001007,-0.005114,0.000906,0.005114
0.429998,-0.000950,-0.005013,0.000921,0.005013
0.434998,-0.000871,-0.004855,0.000960,0.004855
0.439998,-0.000822,-0.004776,0.000971,0.004776
0.444998,-0.000755,-0.004698,0.000971,0.004698
0.449998,-0.000715,-0.004679,0.000976,0.004679
0.454998,-0.000663,-0.004679,0.001003,0.004679
0.459998,-0.000632,-0.004693,0.001019,0.004693
0.464998,-0.000591,-0.004714,0.001058,0.004714
0.469997,-0.000566,-0.004724,0.001081,0.004724
0.474997,-0.000529,-0.004725,0.001110,0.004725
0.479997,-0.000506,-0.004726,0.001114,0.004726
0.484997,-0.000471,-0.004721,0.001109,0.004721
0.489997,-0.000447,-0.004725,0.001093,0.004725
0.494997,-0.000415,-0.004744,0.001082,0.004744
0.499997,-0.000396,-0.004738,0.001074,0.004738
0.504997,-0.000372,-0.004666,0.001101,0.004666
0.509997,-0.000358,-0.004590,0.001123,0.004590
0.514997,-0.000340,-0.004432,0.001156,0.004432
0.519997,-0.000328,-0.004306,0.001176,0.004306
0.524997,-0.000309,-0.004128,0.001208,0.004128
0.529997,-0.000295,-0.004020,0.001218,0.004020
0.534997,-0.000274,-0.003858,0.001244,0.003858
0.539997,-0.000257,-0.003745,0.001260,0.003745
0.544997,-0.000228,-0.003615,0.001268,0.003615
0.549996,-0.000205,-0.003536,0.001273,0.003536
0.554996,-0.000165,-0.003423,0.001272,0.003423
0.559996,-0.000134,-0.003361,0.001253,0.003361
0.564996,-0.000085,-0.003267,0.001218,0.003267
0.569996,-0.000050,-0.003202,0.001194,0.003202
0.574996,0.000001,-0.003082,0.001139,0.003082
0.579996,0.000032,-0.002992,0.001089,0.002992
0.584996,0.000075,-0.002845,0.001039,0.002845
0.589996,0.000099,-0.002737,0.001016,0.002737
0.594996,0.000128,-0.002575,0.000981,0.002575
0.599996,0.000141,-0.002459,0.000972,0.002459
0.604996,0.000152,-0.002292,0.000975,0.002292
0.609996,0.000154,-0.002182,0.000979,0.002182
0.614996,0.000149,-0.002041,0.000992,0.002041
0.619996,0.000143,-0.001960,0.001008,0.001960
0.624996,0.000128,-0.001848,0.001046,0.001848
0.629995,0.000116,-0.001762,0.001077,0.001762
0.634995,0.000096,-0.001649,0.001119,0.001649
0.639995,0.000084,-0.001564,0.001150,0.001564
0.644995,0.000065,-0.001415,0.001184,0.001415
0.649995,0.000053,-0.001318,0.001212,0.001318
0.654995,0.000035,-0.001169,0.001258,0.001258
0.659995,0.000022,-0.001075,0.001286,0.001286
0.664995,0.000006,-0.000933,0.001296,0.001296
0.669995,-0.000002,-0.000842,0.001286,0.001286
0.674995,-0.000010,-0.000687,0.001269,0.001269
0.679995,-0.000014,-0.000577,0.001250,0.001250
0.684995,-0.000018,-0.000414,0.001229,0.001229
0.689995,-0.000021,-0.000295,0.001216,0.001216
0.694995,-0.000025,-0.000152,0.001187,0.001187
0.699995,-0.000029,-0.000088,0.001155,0.001155
0.704994,-0.000034,0.000003,0.001144,0.001144
0.709994,-0.000036,0.000063,0.001155,0.001155
0.714994,-0.000040,0.000136,0.001171,0.001171
0.719994,-0.000041,0.000171,0.001167,0.001167
0.724994,-0.000043,0.000205,0.001187,0.001187
0.729994,-0.000042,0.000227,0.001218,0.001218
0.734994,-0.000041,0.000253,0.001255,0.001255
0.739994,-0.000038,0.000290,0.001245,0.001245
0.744994,-0.000036,0.000354,0.001217,0.001217
0.749994,-0.000034,0.000401,0.001192,0.001192
0.754994,-0.000031,0.000485,0.001165,0.001165
0.759994,-0.000029,0.000552,0.001148,0.001148
0.764994,-0.000025,0.000635,0.001116,0.001116
0.769994,-0.000023,0.000683,0.001107,0.001107
0.774994,-0.000020,0.000740,0.001107,0.001107
0.779994,-0.000017,0.000772,0.001115,0.001115
0.784993,-0.000013,0.000806,0.001134,0.001134
0.789993,-0.000010,0.000839,0.001146,0.001146
0.794993,-0.000005,0.000870,0.001166,0.001166
0.799993,-0.000001,0.000896,0.001182,0.001182
0.804993,0.000004,0.000908,0.001203,0.001203
0.809993,0.000007,0.000908,0.001203,0.001203
0.814993,0.000010,0.000897,0.001179,0.001179
0.819993,0.000013,0.000877,0.001174,0.001174
0.824993,0.000016,0.000864,0.001171,0.001171
0.829993,0.000016,0.000839,0.001168,0.001168
0.834993,0.000014,0.000805,0.001145,0.001145
0.839993,0.000014,0.000785,0.001140,0.001140
0.844993,0.000012,0.000784,0.001149,0.001149
0.849993,0.000011,0.000795,0.001143,0.001143
0.854993,0.000009,0.000820,0.001117,0.001117
0.859993,0.000007,0.000822,0.001086,0.001086
0.864992,0.000004,0.000806,0.001062,0.001062
0.869992,0.000003,0.000803,0.001047,0.001047
0.874992,0.000002,0.000788,0.001036,0.001036
0.879992,0.000000,0.000787,0.001027,0.001027
0.884992,-0.000001,0.000799,0.001020,0.001020
0.889992,-0.000002,0.000804,0.001011,0.001011
0.894992,-0.000002,0.000800,0.001002,0.001002
0.899992,-0.000003,0.000793,0.000991,0.000991
0.904992,-0.000002,0.000779,0.000978,0.000978
0.909992,0.000001,0.000771,0.000882,0.000882
0.914992,0.000006,0.000757,0.000515,0.000757
0.919992,0.000011,0.000741,0.000092,0.000741
0.924992,0.000027,0.000679,-0.000903,0.000903
0.929992,0.000048,0.000654,-0.001777,0.001777
0.934992,0.000102,0.000636,-0.003331,0.003331
0.939991,0.000157,0.000609,-0.004499,0.004499
0.944991,0.000278,0.000564,-0.006373,0.006373
0.949991,0.000386,0.000538,-0.007627,0.007627
0.954991,0.000594,0.000510,-0.009313,0.009313
0.959991,0.000763,0.000497,-0.010173,0.010173
0.964991,0.001056,0.000472,-0.010970,0.010970
0.969991,0.001265,0.000467,-0.011170,0.011170
0.974991,0.001590,0.000466,-0.010998,0.010998
0.979991,0.001816,0.000490,-0.010628,0.010628
0.984991,0.002181,0.000551,-0.009799,0.009799
0.989991,0.002452,0.000608,-0.009117,0.009117
0.994991,0.002921,0.000734,-0.007999,0.007999
0.999991,0.003295,0.000850,-0.007233,0.007233
1.004991,0.003978,0.001056,-0.006122,0.006122
1.009991,0.004510,0.001210,-0.005438,0.005438
1.014991,0.005398,0.001444,-0.004573,0.005398
1.019992,0.006024,0.001602,-0.004102,0.006024
1.024992,0.006991,0.001850,-0.003545,0.006991
1.029992,0.007640,0.001997,-0.003277,0.007640
1.034992,0.008552,0.002196,-0.003001,0.008552
1.039993,0.009120,0.002316,-0.002862,0.009120
1.044993,0.009872,0.002457,-0.002453,0.009872
1.049993,0.010304,0.002529,-0.001933,0.010304
1.054993,0.010842,0.002615,-0.000705,0.010842
1.059994,0.011134,0.002655,0.000389,0.011134
1.064994,0.011480,0.002692,0.002395,0.011480
1.069994,0.011658,0.002714,0.003923,0.011658
1.074994,0.011885,0.002740,0.006395,0.011885
1.079994,0.012011,0.002750,0.008124,0.012011
1.084995,0.012177,0.002775,0.010772,0.012177
1.089995,0.012283,0.002791,0.012529,0.012529
1.094995,0.012428,0.002813,0.015108,0.015108
1.099995,0.012516,0.002831,0.016767,0.016767
1.104996,0.012666,0.002918,0.019042,0.019042
1.109996,0.012802,0.002994,0.020197,0.020197
1.114996,0.013032,0.003117,0.021176,0.021176
1.119996,0.013178,0.003193,0.021285,0.021285
1.124997,0.013330,0.003281,0.020787,0.020787
1.129997,0.013357,0.003332,0.020116,0.020116
1.134997,0.013253,0.003388,0.018697,0.018697
1.139997,0.013082,0.003431,0.017557,0.017557
1.144997,0.012666,0.003524,0.015662,0.015662
1.149998,0.012282,0.003601,0.014357,0.014357
1.154998,0.011560,0.003735,0.012390,0.012390
1.159998,0.011001,0.003831,0.011088,0.011088
1.164998,0.010098,0.003970,0.009211,0.010098
1.169999,0.009503,0.004028,0.008067,0.009503
1.174999,0.008727,0.004092,0.006584,0.008727
1.179999,0.008308,0.004121,0.005780,0.008308
1.184999,0.007863,0.004143,0.004848,0.007863
1.190000,0.007673,0.004169,0.004409,0.007673
1.195000,0.007499,0.004200,0.004008,0.007499
1.200000,0.007461,0.004192,0.003877,0.007461
1.205000,0.007532,0.004168,0.003849,0.007532
1.210001,0.007645,0.004156,0.003885,0.007645
